Metric Scope,Price Level Mean ($),Price Change Std ($),Historical VaR (95%) ($),Expected Shortfall (95%) ($),Historical VaR (99%) ($),Expected Shortfall (99%) ($),Maximum Drawdown ($)
1 MWh Long Hourly Exposure,32.6,23.76,15.13,55.01,52.98,129.36,-287.31
